filename,primary_label,fold,source,site_code,author,group_key
22930/XC940773.ogg,22930,2,clip,N/A,Fernanda Fernandex,Fernanda Fernandex
22930/iNat330099.ogg,22930,4,clip,N/A,Laurent Quéno,Laurent Quéno
22956/iNat1301818.ogg,22956,4,clip,N/A,Valentín Alfano,Valentín Alfano
22956/iNat1284850.ogg,22956,0,clip,N/A,Daniela Luján Ogeda,Daniela Luján Ogeda
22956/iNat1693371.ogg,22956,0,clip,N/A,Agustín Gabriel Álvarez,Agustín Gabriel Álvarez
22956/iNat1702693.ogg,22956,0,clip,N/A,Agustín Gabriel Álvarez,Agustín Gabriel Álvarez
22956/iNat1300149.ogg,22956,1,clip,N/A,Damián Ganime,Damián Ganime
22956/iNat1298529.ogg,22956,1,clip,N/A,Damián Ganime,Damián Ganime
22956/iNat1261831.ogg,22956,0,clip,N/A,Daniela Luján Ogeda,Daniela Luján Ogeda
22956/iNat1693794.ogg,22956,1,clip,N/A,Unknown,Unknown
22956/iNat972765.ogg,22956,0,clip,N/A,Nadia Naab,Nadia Naab
22956/iNat60929.ogg,22956,3,clip,N/A,Sebastián Mántaras,Sebastián Mántaras
22956/iNat1701222.ogg,22956,3,clip,N/A,em-hix,em-hix
22956/iNat1711085.ogg,22956,1,clip,N/A,mik,mik
22956/iNat879304.ogg,22956,0,clip,N/A,Pau,Pau
22956/iNat182971.ogg,22956,3,clip,N/A,JuanMa PerezIglesias,JuanMa PerezIglesias
22956/XC900618.ogg,22956,4,clip,N/A,Guillermo Treboux,Guillermo Treboux
22956/iNat886570.ogg,22956,2,clip,N/A,vinicius_s_domingues,vinicius_s_domingues
22956/iNat1257825.ogg,22956,4,clip,N/A,Sebastián,Sebastián
22956/iNat854298.ogg,22956,2,clip,N/A,Leonardo Adrián LEIVA,Leonardo Adrián LEIVA
22956/iNat1705476.ogg,22956,1,clip,N/A,Gabriel Laufer,Gabriel Laufer
22956/iNat1637913.ogg,22956,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
22956/iNat1307619.ogg,22956,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
22956/iNat1723893.ogg,22956,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
22956/iNat1307645.ogg,22956,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
22956/iNat1245289.ogg,22956,2,clip,N/A,Celso Henrique Varela Rios,Celso Henrique Varela Rios
22956/iNat1282546.ogg,22956,1,clip,N/A,Unknown,Unknown
22956/iNat1282547.ogg,22956,1,clip,N/A,Unknown,Unknown
22956/iNat859870.ogg,22956,3,clip,N/A,Luiz Ugioni,Luiz Ugioni
22956/iNat859871.ogg,22956,3,clip,N/A,Luiz Ugioni,Luiz Ugioni
22956/iNat327340.ogg,22956,4,clip,N/A,Laurent Quéno,Laurent Quéno
22956/iNat328497.ogg,22956,4,clip,N/A,Laurent Quéno,Laurent Quéno
22956/iNat330827.ogg,22956,4,clip,N/A,Laurent Quéno,Laurent Quéno
22956/iNat804970.ogg,22956,2,clip,N/A,Liu Idárraga Orozco,Liu Idárraga Orozco
22961/iNat846512.ogg,22961,3,clip,N/A,Clarice Dorocinski,Clarice Dorocinski
22961/iNat1662496.ogg,22961,2,clip,N/A,Esteban Diego Koch,Esteban Diego Koch
22961/iNat1657948.ogg,22961,2,clip,N/A,Amaël Borzée,Amaël Borzée
22961/iNat839121.ogg,22961,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
22961/XC1062603.ogg,22961,0,clip,N/A,Fabrício Grigolin,Fabrício Grigolin
22961/iNat512578.ogg,22961,0,clip,N/A,Jennifer Rycenga,Jennifer Rycenga
22967/iNat56387.ogg,22967,1,clip,N/A,Pablo Preliasco,Pablo Preliasco
22967/iNat321313.ogg,22967,3,clip,N/A,Leandro Bareiro Guiñazú,Leandro Bareiro Guiñazú
22967/iNat1697350.ogg,22967,3,clip,N/A,B Howe,B Howe
22967/iNat1448422.ogg,22967,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
22967/iNat1698104.ogg,22967,4,clip,N/A,Vicente Pantoja,Vicente Pantoja
22967/iNat1698107.ogg,22967,4,clip,N/A,Vicente Pantoja,Vicente Pantoja
22967/iNat1698105.ogg,22967,4,clip,N/A,Vicente Pantoja,Vicente Pantoja
22967/iNat911059.ogg,22967,2,clip,N/A,Rich Hoyer,Rich Hoyer
22973/iNat28425.ogg,22973,1,clip,N/A,João Gava Just,João Gava Just
22973/iNat326860.ogg,22973,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
22973/iNat326854.ogg,22973,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
22973/iNat330457.ogg,22973,3,clip,N/A,Gonzalo Diaz,Gonzalo Diaz
22973/iNat326966.ogg,22973,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
22973/iNat1257589.ogg,22973,0,clip,N/A,HUGO DAVID CAVERZASI,HUGO DAVID CAVERZASI
22973/iNat1257590.ogg,22973,0,clip,N/A,HUGO DAVID CAVERZASI,HUGO DAVID CAVERZASI
22973/iNat839779.ogg,22973,0,clip,N/A,Rony Ristow,Rony Ristow
22973/iNat1267679.ogg,22973,2,clip,N/A,Joplo,Joplo
22973/iNat887040.ogg,22973,3,clip,N/A,Leonardo Breder Passalacqua,Leonardo Breder Passalacqua
22973/iNat887102.ogg,22973,3,clip,N/A,Leonardo Breder Passalacqua,Leonardo Breder Passalacqua
22973/iNat348132.ogg,22973,4,clip,N/A,lucasforti,lucasforti
22973/iNat581610.ogg,22973,4,clip,N/A,lucasforti,lucasforti
22973/iNat348440.ogg,22973,4,clip,N/A,lucasforti,lucasforti
22973/iNat348441.ogg,22973,4,clip,N/A,lucasforti,lucasforti
22973/iNat583590.ogg,22973,4,clip,N/A,abbsf,abbsf
22973/iNat583591.ogg,22973,4,clip,N/A,abbsf,abbsf
22973/iNat870999.ogg,22973,4,clip,N/A,lucasforti,lucasforti
22973/iNat599374.ogg,22973,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
22973/iNat599375.ogg,22973,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
22973/iNat154035.ogg,22973,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
22973/iNat1299089.ogg,22973,1,clip,N/A,fabiana dos santos de oliveira rosin,fabiana dos santos de oliveira rosin
22973/iNat157085.ogg,22973,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
22973/iNat576552.ogg,22973,1,clip,N/A,Ademir Carosia,Ademir Carosia
22973/iNat879832.ogg,22973,2,clip,N/A,Liu Idárraga Orozco,Liu Idárraga Orozco
22973/iNat879833.ogg,22973,2,clip,N/A,Liu Idárraga Orozco,Liu Idárraga Orozco
22973/XC1062605.ogg,22973,0,clip,N/A,Fabrício Grigolin,Fabrício Grigolin
22973/iNat859872.ogg,22973,3,clip,N/A,Luiz Ugioni,Luiz Ugioni
22973/iNat1243033.ogg,22973,2,clip,N/A,Felipe Andrade,Felipe Andrade
22973/iNat1243080.ogg,22973,2,clip,N/A,Felipe Andrade,Felipe Andrade
22973/iNat1677772.ogg,22973,4,clip,N/A,Betty Flores Llampa,Betty Flores Llampa
22973/iNat331404.ogg,22973,4,clip,N/A,Laurent Quéno,Laurent Quéno
22973/iNat1675887.ogg,22973,1,clip,N/A,Unknown,Unknown
22973/XC1065541.ogg,22973,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
22973/iNat1698103.ogg,22973,4,clip,N/A,Vicente Pantoja,Vicente Pantoja
22973/iNat58920.ogg,22973,2,clip,N/A,Arthur Gomes,Arthur Gomes
22973/iNat343840.ogg,22973,2,clip,N/A,Lucas C. Marinho,Lucas C. Marinho
22973/iNat556448.ogg,22973,1,clip,N/A,Jorge L. Peña,Jorge L. Peña
22973/XC167037.ogg,22973,2,clip,N/A,Ottavio Janni,Ottavio Janni
22973/XC915924.ogg,22973,0,clip,N/A,Sara L. Castro (Museo de Historia Natural Unillanos),Sara L. Castro (Museo de Historia Natural Unillanos)
22973/iNat630711.ogg,22973,4,clip,N/A,Erick Nicolas Patino Acosta,Erick Nicolas Patino Acosta
22973/iNat992788.ogg,22973,1,clip,N/A,adurand,adurand
22973/iNat1431353.ogg,22973,0,clip,N/A,Julien Piolain,Julien Piolain
22973/iNat1320384.ogg,22973,3,clip,N/A,verneau,verneau
22973/iNat781822.ogg,22973,1,clip,N/A,naya_nao,naya_nao
22973/iNat1353836.ogg,22973,3,clip,N/A,verneau,verneau
22973/iNat502463.ogg,22973,0,clip,N/A,Grupo Herpetos,Grupo Herpetos
22973/XC929100.ogg,22973,1,clip,N/A,Augustin Bussac,Augustin Bussac
22973/XC929101.ogg,22973,1,clip,N/A,Augustin Bussac,Augustin Bussac
22973/XC928991.ogg,22973,1,clip,N/A,Augustin Bussac,Augustin Bussac
22973/iNat327135.ogg,22973,3,clip,N/A,Marley T. Gómez-Rincón,Marley T. Gómez-Rincón
22973/iNat1251026.ogg,22973,0,clip,N/A,Felipe Barrera Ocampo,Felipe Barrera Ocampo
22973/iNat1460521.ogg,22973,0,clip,N/A,Franceschi,Franceschi
22973/iNat318716.ogg,22973,1,clip,N/A,Unknown,Unknown
22973/iNat1645288.ogg,22973,0,clip,N/A,Jo Westmaas,Jo Westmaas
22973/XC892932.ogg,22973,2,clip,N/A,Chris Harrison,Chris Harrison
22973/iNat28982.ogg,22973,2,clip,N/A,Chris Harrison,Chris Harrison
22973/iNat218912.ogg,22973,1,clip,N/A,Dr M Chin Sue Min,Dr M Chin Sue Min
22973/iNat287261.ogg,22973,1,clip,N/A,Dr M Chin Sue Min,Dr M Chin Sue Min
22973/iNat1099468.ogg,22973,1,clip,N/A,Unknown,Unknown
22973/iNat726873.ogg,22973,1,clip,N/A,Dr M Chin Sue Min,Dr M Chin Sue Min
22973/XC892927.ogg,22973,2,clip,N/A,Chris Harrison,Chris Harrison
22973/iNat29017.ogg,22973,2,clip,N/A,Chris Harrison,Chris Harrison
22983/iNat347848.ogg,22983,4,clip,N/A,lucasforti,lucasforti
22983/iNat347849.ogg,22983,4,clip,N/A,lucasforti,lucasforti
22983/iNat1212830.ogg,22983,3,clip,N/A,José Wagner Ribeiro Júnior,José Wagner Ribeiro Júnior
22983/iNat830655.ogg,22983,3,clip,N/A,José Wagner Ribeiro Júnior,José Wagner Ribeiro Júnior
22983/iNat193774.ogg,22983,0,clip,N/A,João Vitor Oliveira de Souza,João Vitor Oliveira de Souza
22983/iNat551114.ogg,22983,4,clip,N/A,Rafael Silva,Rafael Silva
22983/iNat551115.ogg,22983,4,clip,N/A,Rafael Silva,Rafael Silva
22983/iNat1243038.ogg,22983,2,clip,N/A,Felipe Andrade,Felipe Andrade
22983/iNat1243068.ogg,22983,2,clip,N/A,Felipe Andrade,Felipe Andrade
22983/iNat585817.ogg,22983,4,clip,N/A,Laurent Quéno,Laurent Quéno
22985/iNat51963.ogg,22985,2,clip,N/A,Sidnei Dantas,Sidnei Dantas
22985/XC929102.ogg,22985,1,clip,N/A,Augustin Bussac,Augustin Bussac
22985/iNat1421747.ogg,22985,0,clip,N/A,augustinbussac,augustinbussac
22985/iNat989398.ogg,22985,0,clip,N/A,leprendre,leprendre
22985/iNat992409.ogg,22985,0,clip,N/A,leprendre,leprendre
22985/iNat1560301.ogg,22985,0,clip,N/A,Julien Piolain,Julien Piolain
23150/iNat1243039.ogg,23150,2,clip,N/A,Felipe Andrade,Felipe Andrade
23154/iNat567443.ogg,23154,0,clip,N/A,Alexandre S. Michelotto,Alexandre S. Michelotto
23154/iNat569351.ogg,23154,2,clip,N/A,Arthur Gomes,Arthur Gomes
23154/iNat1475114.ogg,23154,1,clip,N/A,Gabriel lima,Gabriel lima
23154/iNat1301738.ogg,23154,1,clip,N/A,Gabriel lima,Gabriel lima
23154/iNat1553517.ogg,23154,1,clip,N/A,Gabriel lima,Gabriel lima
23158/iNat1316143.ogg,23158,3,clip,N/A,Camilo Garcia Gonzalez,Camilo Garcia Gonzalez
23158/XC926454.ogg,23158,2,clip,N/A,Franco Vushurovich,Franco Vushurovich
23158/iNat1303872.ogg,23158,2,clip,N/A,María Celeste Villalobo,María Celeste Villalobo
23158/iNat1261183.ogg,23158,3,clip,N/A,Camilo Garcia Gonzalez,Camilo Garcia Gonzalez
23158/iNat1263350.ogg,23158,1,clip,N/A,Franco Palandri,Franco Palandri
23158/XC900620.ogg,23158,4,clip,N/A,Guillermo Treboux,Guillermo Treboux
23158/iNat127451.ogg,23158,4,clip,N/A,Taiel Nazar,Taiel Nazar
23158/iNat26878.ogg,23158,4,clip,N/A,Ezequiel Vera,Ezequiel Vera
23158/iNat1322093.ogg,23158,2,clip,N/A,Leonardo Adrián LEIVA,Leonardo Adrián LEIVA
23158/iNat162196.ogg,23158,4,clip,N/A,Eduardo Luis Beltrocco,Eduardo Luis Beltrocco
23158/iNat43914.ogg,23158,3,clip,N/A,Gustavo Fernando Durán,Gustavo Fernando Durán
23158/iNat1324914.ogg,23158,3,clip,N/A,María Zeta,María Zeta
23158/iNat325681.ogg,23158,1,clip,N/A,Unknown,Unknown
23158/iNat325682.ogg,23158,1,clip,N/A,Unknown,Unknown
23158/iNat325667.ogg,23158,1,clip,N/A,Unknown,Unknown
23158/iNat847906.ogg,23158,1,clip,N/A,Unknown,Unknown
23158/iNat320941.ogg,23158,1,clip,N/A,Unknown,Unknown
23158/iNat1727252.ogg,23158,3,clip,N/A,Margarita Koziol,Margarita Koziol
23158/iNat1714979.ogg,23158,1,clip,N/A,Larissa Nuñez,Larissa Nuñez
23158/iNat1657967.ogg,23158,2,clip,N/A,Amaël Borzée,Amaël Borzée
23158/iNat47151.ogg,23158,3,clip,N/A,Gabriel Celedon,Gabriel Celedon
23158/iNat910949.ogg,23158,2,clip,N/A,Rich Hoyer,Rich Hoyer
23158/iNat161255.ogg,23158,3,clip,N/A,Morten Ross,Morten Ross
23158/iNat368088.ogg,23158,4,clip,N/A,Andy Jordan,Andy Jordan
23158/XC1064073.ogg,23158,3,clip,N/A,GABRIEL LEITE,GABRIEL LEITE
23176/iNat1099971.ogg,23176,1,clip,N/A,geraldomorais,geraldomorais
23176/XC929082.ogg,23176,1,clip,N/A,Augustin Bussac,Augustin Bussac
23176/iNat855633.ogg,23176,0,clip,N/A,augustinbussac,augustinbussac
23176/iNat1293885.ogg,23176,3,clip,N/A,B. Phalan,B. Phalan
23724/iNat249321.ogg,23724,3,clip,N/A,JuanMa PerezIglesias,JuanMa PerezIglesias
24279/iNat845210.ogg,24279,4,clip,N/A,camigreen,camigreen
24279/iNat164735.ogg,24279,0,clip,N/A,Mateo Cocimano,Mateo Cocimano
24279/iNat164736.ogg,24279,0,clip,N/A,Mateo Cocimano,Mateo Cocimano
24279/iNat340127.ogg,24279,3,clip,N/A,Gonzalo Diaz,Gonzalo Diaz
24279/iNat339926.ogg,24279,4,clip,N/A,Guille Ivan Spajic,Guille Ivan Spajic
24279/iNat144573.ogg,24279,4,clip,N/A,Bernardo Lartigau,Bernardo Lartigau
24279/iNat1315011.ogg,24279,4,clip,N/A,Roberto,Roberto
24279/iNat205140.ogg,24279,0,clip,N/A,laura borse,laura borse
24279/iNat580378.ogg,24279,1,clip,N/A,Nahuel,Nahuel
24279/iNat1663766.ogg,24279,4,clip,N/A,Andrea Talone Rìo,Andrea Talone Rìo
24279/iNat1271483.ogg,24279,2,clip,N/A,María Celeste Villalobo,María Celeste Villalobo
24279/iNat1258487.ogg,24279,3,clip,N/A,Camilo Garcia Gonzalez,Camilo Garcia Gonzalez
24279/iNat1264632.ogg,24279,1,clip,N/A,Unknown,Unknown
24279/iNat1306335.ogg,24279,4,clip,N/A,Ramiro Pereira Garbero,Ramiro Pereira Garbero
24279/iNat87609.ogg,24279,1,clip,N/A,Gabriel Laufer,Gabriel Laufer
24279/iNat901847.ogg,24279,2,clip,N/A,vinicius_s_domingues,vinicius_s_domingues
24279/iNat125223.ogg,24279,4,clip,N/A,Taiel Nazar,Taiel Nazar
24279/iNat1699392.ogg,24279,2,clip,N/A,vinicius_s_domingues,vinicius_s_domingues
24279/iNat335351.ogg,24279,2,clip,N/A,Leonardo Adrián LEIVA,Leonardo Adrián LEIVA
24279/iNat163941.ogg,24279,2,clip,N/A,Leonardo Adrián LEIVA,Leonardo Adrián LEIVA
24279/iNat56193.ogg,24279,2,clip,N/A,Leonardo Adrián LEIVA,Leonardo Adrián LEIVA
24279/iNat139913.ogg,24279,4,clip,N/A,Eduardo Luis Beltrocco,Eduardo Luis Beltrocco
24279/iNat322021.ogg,24279,4,clip,N/A,Eduardo Luis Beltrocco,Eduardo Luis Beltrocco
24279/iNat57810.ogg,24279,2,clip,N/A,Romi Galeota Lencina,Romi Galeota Lencina
24279/iNat592632.ogg,24279,4,clip,N/A,Eduardo Luis Beltrocco,Eduardo Luis Beltrocco
24279/iNat372693.ogg,24279,4,clip,N/A,Mauricio Silvera,Mauricio Silvera
24279/iNat859126.ogg,24279,1,clip,N/A,Adrian Antunez,Adrian Antunez
24279/iNat1366909.ogg,24279,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
24279/iNat1637974.ogg,24279,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
24279/iNat1346600.ogg,24279,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
24279/iNat1346601.ogg,24279,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
24279/iNat1243256.ogg,24279,1,clip,N/A,Gabriel Laufer,Gabriel Laufer
24279/iNat1243257.ogg,24279,1,clip,N/A,Gabriel Laufer,Gabriel Laufer
24279/iNat1291381.ogg,24279,3,clip,N/A,Sebastián Gómez Barboza Silveira,Sebastián Gómez Barboza Silveira
24279/iNat1274660.ogg,24279,3,clip,N/A,kau,kau
24279/iNat28427.ogg,24279,1,clip,N/A,João Gava Just,João Gava Just
24279/iNat350835.ogg,24279,1,clip,N/A,João Gava Just,João Gava Just
24279/iNat871017.ogg,24279,3,clip,N/A,Luiz Ugioni,Luiz Ugioni
24279/iNat1309643.ogg,24279,1,clip,N/A,João Gava Just,João Gava Just
24279/iNat903481.ogg,24279,1,clip,N/A,"RAMOS, M. A.","RAMOS, M. A."
24279/iNat1229050.ogg,24279,2,clip,N/A,Michelle Delaloye,Michelle Delaloye
24279/XC1039628.ogg,24279,0,clip,N/A,Guillaume Dillenseger,Guillaume Dillenseger
24279/XC1039627.ogg,24279,0,clip,N/A,Guillaume Dillenseger,Guillaume Dillenseger
24279/XC1039625.ogg,24279,0,clip,N/A,Guillaume Dillenseger,Guillaume Dillenseger
24279/iNat186161.ogg,24279,1,clip,N/A,Unknown,Unknown
24279/iNat1435402.ogg,24279,3,clip,N/A,Silvia Ten,Silvia Ten
24285/iNat27560.ogg,24285,1,clip,N/A,João Gava Just,João Gava Just
24285/iNat1277043.ogg,24285,1,clip,N/A,Unknown,Unknown
24285/iNat1613381.ogg,24285,1,clip,N/A,Unknown,Unknown
24285/XC1063445.ogg,24285,1,clip,N/A,Cid Espínola,Cid Espínola
24285/iNat1729440.ogg,24285,0,clip,N/A,Marcelo Schmidt Roberti,Marcelo Schmidt Roberti
24285/iNat1208638.ogg,24285,3,clip,N/A,B. Phalan,B. Phalan
24285/iNat1662493.ogg,24285,2,clip,N/A,Esteban Diego Koch,Esteban Diego Koch
24285/iNat1662494.ogg,24285,2,clip,N/A,Esteban Diego Koch,Esteban Diego Koch
24285/iNat1662501.ogg,24285,2,clip,N/A,Esteban Diego Koch,Esteban Diego Koch
24285/XC1004236.ogg,24285,3,clip,N/A,Dante Buzzetti,Dante Buzzetti
24285/iNat347850.ogg,24285,4,clip,N/A,lucasforti,lucasforti
24285/iNat583587.ogg,24285,4,clip,N/A,abbsf,abbsf
24285/iNat583588.ogg,24285,4,clip,N/A,abbsf,abbsf
24285/iNat583484.ogg,24285,4,clip,N/A,lucasforti,lucasforti
24285/iNat583815.ogg,24285,4,clip,N/A,abbsf,abbsf
24285/iNat586169.ogg,24285,4,clip,N/A,abbsf,abbsf
24285/iNat586170.ogg,24285,4,clip,N/A,abbsf,abbsf
24285/iNat550813.ogg,24285,0,clip,N/A,thiagolyra,thiagolyra
24285/iNat158068.ogg,24285,0,clip,N/A,Guilherme A. Fischer,Guilherme A. Fischer
24287/iNat347569.ogg,24287,4,clip,N/A,lucasforti,lucasforti
24287/XC972398.ogg,24287,3,clip,N/A,Henry Miller Alexandre,Henry Miller Alexandre
24287/XC972399.ogg,24287,3,clip,N/A,Henry Miller Alexandre,Henry Miller Alexandre
24287/iNat328766.ogg,24287,4,clip,N/A,Carlos Otávio Gussoni,Carlos Otávio Gussoni
24287/iNat574406.ogg,24287,0,clip,N/A,CESAR,CESAR
24287/iNat1253061.ogg,24287,1,clip,N/A,geraldomorais,geraldomorais
24287/iNat1243016.ogg,24287,2,clip,N/A,Felipe Andrade,Felipe Andrade
24287/XC929112.ogg,24287,1,clip,N/A,Augustin Bussac,Augustin Bussac
24287/iNat855637.ogg,24287,0,clip,N/A,augustinbussac,augustinbussac
24287/XC928990.ogg,24287,1,clip,N/A,Augustin Bussac,Augustin Bussac
24287/iNat1044844.ogg,24287,0,clip,N/A,Julien Piolain,Julien Piolain
24321/iNat1657916.ogg,24321,2,clip,N/A,Amaël Borzée,Amaël Borzée
24321/iNat251887.ogg,24321,3,clip,N/A,B. Phalan,B. Phalan
244024/iNat269695.ogg,244024,0,clip,N/A,Jeff Cole,Jeff Cole
244024/iNat55191.ogg,244024,1,clip,N/A,Nicolás,Nicolás
244024/iNat1273075.ogg,244024,0,clip,N/A,Luís A. Funez,Luís A. Funez
244024/iNat1272883.ogg,244024,4,clip,N/A,Patrícia Mees,Patrícia Mees
244024/iNat571275.ogg,244024,0,clip,N/A,Rony Ristow,Rony Ristow
244024/iNat1265454.ogg,244024,0,clip,N/A,Rony Ristow,Rony Ristow
244024/iNat1265455.ogg,244024,0,clip,N/A,Rony Ristow,Rony Ristow
244024/iNat1265530.ogg,244024,3,clip,N/A,B. Phalan,B. Phalan
244024/iNat150545.ogg,244024,1,clip,N/A,Sol Quipildor,Sol Quipildor
244024/iNat858495.ogg,244024,1,clip,N/A,Bruno Lima,Bruno Lima
244024/iNat858494.ogg,244024,1,clip,N/A,Bruno Lima,Bruno Lima
244024/iNat144585.ogg,244024,1,clip,N/A,Bruno Lima,Bruno Lima
244024/iNat858493.ogg,244024,1,clip,N/A,Bruno Lima,Bruno Lima
244024/iNat564212.ogg,244024,0,clip,N/A,Rodrigo Paiva Lázaro,Rodrigo Paiva Lázaro
244024/iNat564213.ogg,244024,0,clip,N/A,Rodrigo Paiva Lázaro,Rodrigo Paiva Lázaro
244024/iNat836446.ogg,244024,2,clip,N/A,leticiacoelho,leticiacoelho
244024/iNat826149.ogg,244024,3,clip,N/A,isabelabernardi,isabelabernardi
244024/iNat816192.ogg,244024,4,clip,N/A,Luis Eduardo Albano,Luis Eduardo Albano
244024/iNat546950.ogg,244024,3,clip,N/A,Nigel Goodman,Nigel Goodman
244024/iNat553405.ogg,244024,1,clip,N/A,Unknown,Unknown
244024/iNat48471.ogg,244024,1,clip,N/A,Vera Lucia Caruso,Vera Lucia Caruso
244024/iNat54510.ogg,244024,3,clip,N/A,Eric Fischer Rempe,Eric Fischer Rempe
244024/iNat336684.ogg,244024,0,clip,N/A,Lucas Moreira,Lucas Moreira
244024/iNat48510.ogg,244024,2,clip,N/A,Claudio Martins de Souza,Claudio Martins de Souza
244024/iNat333213.ogg,244024,2,clip,N/A,Gustavo Navarro,Gustavo Navarro
244024/iNat318740.ogg,244024,2,clip,N/A,Pedro Henrique Maloso Ramos,Pedro Henrique Maloso Ramos
244024/iNat1214951.ogg,244024,4,clip,N/A,Lucas Kaminski,Lucas Kaminski
244024/iNat546848.ogg,244024,0,clip,N/A,newty_,newty_
244024/iNat559675.ogg,244024,3,clip,N/A,Lucas Barbosa,Lucas Barbosa
244024/iNat1264192.ogg,244024,1,clip,N/A,Unknown,Unknown
244024/iNat1260620.ogg,244024,1,clip,N/A,Larry Chen,Larry Chen
244024/iNat143918.ogg,244024,4,clip,N/A,Douglas Marcel Ramos Gomes,Douglas Marcel Ramos Gomes
